id;Vrsta;Breed;link1;link2;link3;Skupina;Opis;Temperament;MinVisCM;MaxVisCM;MinKG;MaxKG;MinAge;MaxAge;NjegaDlake;Linjanje;RazEnergije;Trening;Vladanje ;Slika
54;Talijanski ptičar/pointer;Bracco Italiano;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Bracco_italiano_in_zuidermeer_nl.jpg/640px-Bracco_italiano_in_zuidermeer_nl.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Bracco_Italiano_Fond_Blanc.jpg/640px-Bracco_Italiano_Fond_Blanc.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Bracco.di.jaap.jpg/640px-Bracco.di.jaap.jpg;Miscellaneous Class;"Izdržljiv i prilagođen svim vrstama lova, talijanski ptičar je pouzdan, inteligentan, poslušan i lako ga je dresirati. 
Ima snažan izgled, s vitkim udovima, dobro razvijenim mišićima i oblikovanom glavom. Na engleskom se zove Italian Pointing Dog. 
Talijanski ptičar jedna je od najstarijih pasmina ptičara. 
U Sjedinjene Države uveden je 1990-ih i ostao je vjeran svojoj baštini kao svestrani lovački pas. 
Nježan je u domu i neumoran na polju.";Privržen, inteligentan, entuzijastičan;53,34;68,58;24,95;40,82;10;14;Povremeno kupanje i četkanje;Occasional;Energetičan;Lak za treniranje;Na oprezu / Responzivan;
55;Burbonski ptičar;Braque du Bourbonnais;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Paul_Mahler_-_Braque_du_Bourbonnais.jpg/640px-Paul_Mahler_-_Braque_du_Bourbonnais.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Bourbonnais_Pointer_3.jpg/640px-Bourbonnais_Pointer_3.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Braque_du_Bourbonnais.jpg/640px-Braque_du_Bourbonnais.jpg;Foundation Stock Service;"Bourbonnais je drevna pasmina koja se razvila u Francuskoj tijekom 15. stoljeća u povijesnoj pokrajini Bourbonnais. Do 19. stoljeća pasmina je bila poznata među francuskim lovcima kao bezrepi ptičar s karakterističnom žutosmeđom i jetrenom bojom. Braque du Bourbonnais sada je stekao snažno uporište u Sjevernoj Americi; nekih godina u Sjedinjenim Državama registrirano je više štenaca nego u njegovoj domovini Francuskoj. 
Na engleskom se zove Bourbonnais Pointing Dog. 
Izgovara se brock-do-bor-bon-NAY.
Ovaj ptičar ima mirno, blago ponašanje koje je idealno za lovca na nogama. 
Relativno mala veličina i kratka dlaka pasmine dobro im odgovaraju kao idealni kućni pratitelji za obitelj koja lovi.
Ljubazan je i privržen u domu, a na terenu ozbiljan, prilagodljiv i inteligentan lovac. ";Privržen, prilagodljiv, nježan;48,26;57,15;1586;24,24;10;12;Povremeno kupanje i četkanje;Occasional;Redovito vježbanje;Željan udovoljiti;Na oprezu / Responzivan;
56;Pirinejski ptičar;Braque Francais Pyrenean;https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Braque_Fran%C3%A7ais_Type_Pyr%C3%A9n%C3%A9es.jpg/640px-Braque_Fran%C3%A7ais_Type_Pyr%C3%A9n%C3%A9es.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Pyreneanpointer5.jpg/640px-Pyreneanpointer5.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Pyreneanpointer5.jpg/640px-Pyreneanpointer5.jpg;Foundation Stock Service;"Pirenejski braque Francais je dobro građen, srednje velik pas s mekom, kratkom dlakom. 
Uzgojen je za lov u vrlo surovom i sušnom planinskom lancu Pirineja na granici Francuske i Španjolske. 
Pasmina datira stotinama godina unatrag i smatra se zajedničkim pretkom svih današnjih kratkodlakih pasmina ptičara. 
Zapravo postoje dvije vrste francuskih braquea: gaskonjski tip i pirenejski tip. 
Francuski braque pirenejski je manji i popularniji od njih dvije. 
Ima prirodni instinkt donošenja i voli vodu. 
Nježan je, prijateljski nastrojen, društven i pokoran. 
Francuski braque pirenejski je rustikalna pasmina i potječe iz Francuske. Na engleskom se zove francuski ptičar pirenejskog tipa.";Prijateljski, pametan, spreman ugoditi;46,99;58,42;18,14;24,95;12;15;Povremeno kupanje i četkanje;Seasonal;Treba puno aktivnosti;željan udovoljiti;Na oprezu / Responzivan;
57;Briard;Briard;https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Briard_dog_Str%C3%A1nsk%C3%A9.jpg/640px-Briard_dog_Str%C3%A1nsk%C3%A9.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Grupp_1%2C_BRIARD%2C_CIB%26CIE_CSSP_CH_EE_CH_KORAD_NORD%26FI_UCH_TJH%28PTRH%29_Ch%C3%AAne_Colinne%E2%80%99s_Dissmissed_%2823683385323%29.jpg/640px-Grupp_1%2C_BRIARD%2C_CIB%26CIE_CSSP_CH_EE_CH_KORAD_NORD%26FI_UCH_TJH%28PTRH%29_Ch%C3%AAne_Colinne%E2%80%99s_Dissmissed_%2823683385323%29.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Briard_R_01_Puppy.jpg/640px-Briard_R_01_Puppy.jpg;herding group;"Briardi su pastiri poznati po valovitoj dlaci sive, žućkastosmeđe ili crne boje i impresivnoj glavi s frizurom koja nalikuje na ""ku-ku"" i prirodno je razdijeljena po sredini. Luksuzna brada i obrve naglašavaju izraz lica opisan kao ""iskren i upitan"". 
Visoki između 55 i 67 centimetara u ramenima, briardi su krupni i robusni, ali se kreću spretnim korakom. 
Posjeduju osobine zajedničke mnogim drugim pastirima: sposobnost treniranja, pamet, zaštitnički pogled prema obitelji (posebno djeci, koju smatraju svojim stadom) i oprez prema strancima. 
To su veliki, neumorni psi - kaže se da samo dva ili tri briarda mogu podnijeti 700 ovaca - a početnici u životu mogu biti preplavljeni njihovim radnim nagonom i životnom željom. 
Briard u svojoj obilnoj građi ima toliko odanosti, ljubavi i duha da se često opisuje kao ""srce omotano krznom"". 
Zapanjujući izgled ovih mišićavih Francuza zrači izrazitom aurom galske romantike i elegancije.";Samouvjereni, pametni, vjerni;55,88;68,58;24,95;45,36;12;12;Dnevno četkanje;Infrequent;Redovito vježbanje;Nezavisan;Rezerviran s nepoznatima;
58;Britanac;Brittany;https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/American_Brittany_standing.jpg/640px-American_Brittany_standing.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Brittany-orangeroan2.jpg/640px-Brittany-orangeroan2.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Brittany_001.jpg/640px-Brittany_001.jpg;sporting group;"Britanci su manji od setera, ali su nogatiji od španijela, visoki oko 50 centimetara u ramenima. 
Njihova prekrasna, odvažno uzorkovana dlaka dolazi u kombinacijama bijele i jarko narančaste te crvenkastosmeđe (boje jetre). 
Čvrsti su i snažni, ali glatki, čisti i brzi u hodu. Lice ima ""mekoću"" koju cijene ljubitelji pasa ptica; visoko postavljene uši prenose bitnu strast pasmine. Žar i svestranost koji čine Britance nenadmašnim lovcima mogu se usmjeriti u pseće sportove. 
Poslušnost, agilnost, flyball, ronjenje - što god vam padne na pamet, ova pasmina koja se lako dresira je spremna za to. 
Bretonac je dobar izbor za one koji traže svestranog partnera za lov, suigrača u psećim sportovima ili pratitelja u skladu s optimističnim, vanjskim obiteljskim životom. Sportaši s obje strane Atlantika cijene okretnog, energičnog Bretona kao elegantnog i svestranog lovačkog psa. 
Bistri i entuzijastični kod kuće, a neumorni u prirodi, Brittanyji zahtijevaju puno vježbe, po mogućnosti sa svojim omiljenim ljudima.";Bistri, zabavni, optimistični;44,45;52,07;13,61;18,14;12;14;Četkanje 2-3 puta tjedno;Seasonal;Treba puno aktivnosti;Željan udovoljiti;Prijateljsko;
59;Broholmer;Broholmer;https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Broholmer_g%C5%82owa_630.jpg/640px-Broholmer_g%C5%82owa_630.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Broholmer_Fond_Blanc.jpg/640px-Broholmer_Fond_Blanc.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Broholmer_Fond_Blanc.jpg/640px-Broholmer_Fond_Blanc.jpg;foundation Stock Service;"Broholmer, veliki pas tipa mastifa, pravokutnog je oblika i snažno građen sa širokom, masivnom glavom. 
Oko 1800. godine, jedna danska knjiga o psima opisala ga je kao vrlo običnu pasminu, posebno oko Kopenhagena. Njegov nadimak bio je ""mesarski pas"", jer su ga često viđali kako leži na vratima mesnica. Bio je zaštitnik doma i pastirski pas i pas čuvar stoke na farmi i gradskim tržnicama. Danas je njegova veličina jedino što drži uljeze podalje. 
Broholmer ima zlatno srce, voli se maziti i uvijek želi biti blizu vas, iako preferira sjediti na vama. Izvrstan je pas s djecom i drugim psima, iako se, budući da se čini da podcjenjuje svoju veličinu, preporučuje nadzor. 
Ova pasmina je također izuzetno okretna za svoju veličinu i može se baviti agilityjem, donositi loptice te skakati i hvatati frizbije. Što god radili, kampiranje, planinarenje, piknik, šetnje parkom, bit će više nego sretan da ide s vama. 
Miran, dobrodušan, ali oprezan i samouvjeren, broholmer potječe iz Danske i izvrstan je obiteljski pratitelj.";Prijateljski, oprezan, pun ljubavi;69,85;74,93;40,82;68,04;8;10;Povremeno kupanje i četkanje;Seasonal;Miran;Željan udovoljiti;Prijateljsko;
60;Briselski grifon;Brussels Griffon;https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Monkey_Bizniz_Drama_Queen.jpg/640px-Monkey_Bizniz_Drama_Queen.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Griffon_Bruxellois_in_Riga_2.JPG/640px-Griffon_Bruxellois_in_Riga_2.JPG;https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Belgium_Griffon_agility.jpg/640px-Belgium_Griffon_agility.jpg;toy Group;"S ovom pasminom dobivate veliku osobnost u pakiranju od 2 do 7 kilograma. Jedan pogled u njegove velike, ljudske oči i bit ćete očarani. 
Grifovi dolaze u četiri boje - crvena, crno-crvenkasto-smeđa (zvana belge), crno-smeđa i crna - te u glatkoj dlaci (poput mopsa) ili gruboj dlaci (poput šnaucera). 
Njihova crna njuška i brkovi zaradili su im nadimak ""bradati psi"" u starim narodnim pjesmama. 
Velike crne oči grifa - opisane kao ""gotovo ljudske"" - u kombinaciji s resicama brade i brkova koji prekrivaju njegovu kratku njušku, daju mu izgled svjetskog filozofa koji govori francuski. 
Tijelo grifa je zdepasto i snažno, a kreće se odlučnim kasom čovjeka koji zna što želi. 
Grifovi su oprezni, društveni i lako se dresiraju. Iako su razigrani i energični, njihova mala veličina i osjetljiva priroda čine ih lošim izborom kao grube suigrače za djecu. 
Imaju nizak prag usamljenosti i bit će bliski svom posebnom čovjeku, pružajući mu godine ljubavi i smijeha. S težinom od ne više od 5,4 kg, ova igračka nalik čovjeku složenog karaktera ima dovoljno osobnosti za 10 običnih pasa. Osjetljiv pratitelj za zahtjevne odrasle, briselski grifon je pametan, odan i komično samovažan.";Odan, oprezan, znatiželjan;17,78;25,4;3,63;4,54;12;15;Četkanje 2-3 puta tjedno;Seasonal;Redovito vježbanje;Ugodan/Agreeable;Prijateljsko;
61;Bul terijer;Bull Terrier;https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Elektrostal_1995_year._Dog_Bull_Terrier._img_004.jpg/640px-Elektrostal_1995_year._Dog_Bull_Terrier._img_004.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Bull_terrier_bring%C3%A9_et_blanc.jpg/640px-Bull_terrier_bring%C3%A9_et_blanc.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Bull_Terrier_white_sitting.jpg/640px-Bull_Terrier_white_sitting.jpg;Terrier group;"Bul terijeri su robusni terijeri velikih kostiju koji se kreću živahnim korakom koji sugerira agilnost i snagu. 
Obilježje pasmine je duga, jajolika glava s uspravnim i šiljastim ušima te malim, trokutastim očima koje sjaje od dobrog raspoloženja. 
Dlaka dolazi u dvije vrste: bijela; i bilo koja druga boja (uključujući atraktivne tigraste pruge), bilo jednobojna ili s bijelim oznakama. 
Dobro građen bul terijer slika je mišićave odlučnosti i ravnoteže. 
Postoje četiri ključa za sreću bul terijera: rana socijalizacija sa psima i ljudima; čvrsta, ali puna ljubavi odučnost; obilna tjelovježba; i puno kvalitetnog vremena provedenog s njegovim obožavanim ljudima. Ako su ovi zahtjevi ispunjeni, nema odanijeg, ljupkijeg i zabavnijeg suputnika. 
Ovo je ultimativna „pasmina s osobnošću“. Među najkomičnijim i najnestašnijim građanima psećeg svijeta, bul terijer je razigran i simpatičan, ponekad tvrdoglav, ali uvijek odan. 
Ovi jedinstveni „inteligentni“ psi su živahni, mišićavi suputnici koji napreduju na naklonosti i tjelovježbi.";Razigran, Šarmantan, Nestašan;53,34;55,88;22,68;31,75;12;13;Tjedno četkanje;Seasonal;Energetičan;Nezavisan;Prijateljsko;
62;Buldog;Bulldog;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Racib%C3%B3rz_2007_082.jpg/640px-Racib%C3%B3rz_2007_082.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Bulldog_inglese.jpg/640px-Bulldog_inglese.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/English_Bulldog_puppy.jpg/640px-English_Bulldog_puppy.jpg;Non-Sporting Group;"Buldoga ne možete zamijeniti ni s jednom drugom pasminom. Opuštena koža na glavi, namršteno čelo, uvučen nos, male uši, podgriz s visećim obrazima sa svake strane i prepoznatljiv valjajući hod praktički vrište ""Ja sam buldog!"" 
Dlaka, koja se može vidjeti u raznim bojama i uzorcima, kratka je, glatka i sjajna. 
Buldozi mogu težiti i do 22 kilograma, ali to ih neće spriječiti da se sklupčaju u vašem krilu, ili barem da to pokušaju. Ali nemojte zamijeniti njihov opušteni način života za lijenost - buldozi uživaju u brzim šetnjama i potrebna im je redovita umjerena tjelovježba, uz pažljivu prehranu, kako bi ostali vitki. Ljetna popodneva najbolje je provesti u klimatiziranoj prostoriji jer buldogova kratka njuška može uzrokovati otežano disanje po vrućem i vlažnom vremenu. 
Ljubazan, ali hrabar, prijateljski nastrojen, ali dostojanstven, buldog je zdepast, nisko građen, dobro mišićav buldog čije je ""kiselo"" lice univerzalni simbol hrabrosti i upornosti. Ovi poslušni, odani pratitelji dobro se prilagođavaju gradu ili selu.";Prijateljski nastrojeni, hrabri, mirni;35,56;39,1;18,14;22,68;8;10;Četkanje 2-3 puta tjedno;Regularly;Redovito vježbanje;Ugodan/Agreeable;Prijateljsko;
63;Bulmastif;Bullmastiff;https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Bullmastiff_%2813%29.jpg/640px-Bullmastiff_%2813%29.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Bullmastiff_edited.JPG/640px-Bullmastiff_edited.JPG;https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Bullmastiff_00116.JPG/640px-Bullmastiff_00116.JPG;Working group;"Bulmastif nije baš toliko velik kao njegov bliski rođak mastif. Ipak, s visinom od 67 cm u ramenima i težinom između 45 i 69 kg, ovo je i dalje pravi pas. 
Nakon prvog dojma koji ostavlja veličina bulmastifa, velika, široka glava prenosi bit pasmine: tamne oči, visoko postavljene uši u obliku slova V i široka, duboka njuška, sve to zajedno predstavlja inteligenciju, budnost i samopouzdanje koje bulmastifa čine vrhunskim zaštitnikom i obiteljskim pratiteljem. 
Dlaka dolazi u žutosmeđoj, crvenoj ili tigrastoj boji. 
To su poslušna i pouzdana stvorenja, ali kao i kod svakog velikog psa čuvara, vlasnici moraju rano započeti s dresurom i socijalizacijom, dok je štene još dovoljno malo da ga može kontrolirati. 
Neustrašiv na poslu, poslušan kod kuće, bulmastif je veliki, mišićavi čuvar koji je progonio i držao krivolovce u Veseloj Staroj Engleskoj - veseloj, pretpostavljamo, za sve osim za krivolovce. Bulmastifi su rezultat križanja buldoga i mastifa.";Privrženi, odani, hrabri;60,96;68,58;45,36;58,97;7;9;Povremeno kupanje i četkanje;Seasonal;Energetičan;Ugodan/Agreeable;Na oprezu / Responzivan;
64;Cairn terijer;Cairn terrier;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Cairn-Terrier-Garten1.jpg/640px-Cairn-Terrier-Garten1.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Cairn_Terrier_%28PSF%29.jpg/640px-Cairn_Terrier_%28PSF%29.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/%D0%9A%D0%B5%D1%80%D0%BD_%D1%82%D0%B5%D1%80%D1%8C%D0%B5%D1%80_%28cairn_terrier%29.jpg/640px-%D0%9A%D0%B5%D1%80%D0%BD_%D1%82%D0%B5%D1%80%D1%8C%D0%B5%D1%80_%28cairn_terrier%29.jpg;terrier group;"„Jedinstvene osobine Cairn terijera, nazvane „cairnovski karakter“, uključuju kratku, široku glavu i slobodno pokretno tijelo kratkih nogu koje zrači snagom, ali ne i težinom, dostižući visinu od oko 25 cm i duljinu od oko 38 cm. 
Dvostruka dlaka je oštra i žilava odozgo, a paperjasta odozdo. 
Cairn terijer se predstavlja kao mali, čupavi, oprezni pas, s glavom, repom i ušima uzdignutima, te očima koje sjaje inteligencijom. 
Britanski klub pasmina promovira Cairn terijera kao „najboljeg malog prijatelja na svijetu“. Cairn terijeri su dovoljno mali za maženje za laptopom i dovoljno čvrsti za dobru igru ​​na travnjaku. Najbolje se snalaze s puno bliskog kontakta s obitelji. Za vlasnike koji cijene terijerske kvalitete poput hrabrosti, neovisnog razmišljanja i istinske odanosti, nijedna druga pasmina neće biti prikladna. Cairn terijeri su sretni, zauzeti mali prizemni psi izvorno uzgojeni za neustrašivo iskorjenjivanje lisica i drugog malog, dlakavog plijena u kamenitom škotskom krajoliku. Znatiželjni i oprezni, Cairn terijeri vole imati mjesto gdje mogu istraživati ​​i kopati.";Oprezni, veseli, zaposleni;24,13;25,4;5,9;6,35;13;15;Tjedno četkanje;Occasional;Redovito vježbanje;Ugodan/Agreeable;Prijateljsko;
65;Kanaanski pas;Canaan dog;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Canaan_Dog.jpg/640px-Canaan_Dog.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Canaan_Dog_%28un_maschio_di_3_anni%29_%28cropped%29.jpg/640px-Canaan_Dog_%28un_maschio_di_3_anni%29_%28cropped%29.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/File_23184_canaan-dog.jpg/640px-File_23184_canaan-dog.jpg;Herding group;"Kanaanski psi su vitki psi s gustim repom, visoki od 45 do 60 centimetara u ramenima. 
Dlaka je ravna i oštra, te dolazi u raznim bojama i uzorcima. Uspravne, izražajne uši i tamne bademove oči prenose znatiželjan izraz. 
Kanaanci se kreću brzim, prirodnim kasom. Čvrsti su, okretni i očito neumorni, što ih čini prikladnim za planinare i trkače. 
Kanaanci su pametni, samouvjereni i teritorijalni. Na kraju će ""posjedovati"" pasivne vlasnike koji se nisu etablirali kao vodeći psi u obiteljskom čoporu. 
Rana obuka i socijalizacija su ključni. Kada se primijene pozitivne metode, ovi drevni čudotvorni psi izvrsno se treniraju. Agilnost, poslušnost, natjecanja u čuvanju stoke i stražarska dužnost samo su neki od načina na koje izražavaju svoju radnu etiku. 
Jedna od najstarijih pasmina, kanaanski pas je nacionalni pas Izraela. 
Ovaj brzi, srednje veliki pas za pašnjake poslušan je s obitelji, a distanciran sa strancima. Uvijek budni kanaanski pas je glasan i uporan čuvar stada i doma.";Samouvjeren, oprezan, budan;48,26;60,96;15,88;24,95;12;15;tjedno četkanje;Frequent;Redovito vježbanje;Nezavisan;Rezerviran s nepoznatima;
66;Korziški pas;Cane Corso;https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Cane_Corso_Gris_Plata.jpg/640px-Cane_Corso_Gris_Plata.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Cane_corso_g%C5%82owa_profil_493o.jpg/640px-Cane_corso_g%C5%82owa_profil_493o.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Cane_Corso_Fond_Blanc.jpg/640px-Cane_Corso_Fond_Blanc.jpg;Working group;"S gotovo 72 cm visine u ramenima i često težinom većom od 45 kg, s velikom glavom, budnim izrazom lica i mišićima koji se mreškaju ispod kratke, krute dlake, Corsi su na prvi pogled zastrašujuća stvorenja. Njihov impozantan izgled njihova je prva linija obrane od uljeza. Kako je jedan pisac rekao: „Suptilna hladnokrvnost, vrsta ponašanja koju biste očekivali od profesionalnog tjelohranitelja, zaštitni je znak pasmine.“ Corsi su inteligentni, odani, željni ugoditi, svestrani i intenzivno odani svojim ljudima, ali su također asertivni i svojeglavi te mogu na kraju imati nesvjesnog vlasnika. 
Kao i kod svakog drugog velikog psa čuvara, odgovoran uzgoj i rana socijalizacija s ljudima i drugim psima su ključni. Pametan, lak za dresuru i plemenitog držanja, asertivan i samouvjeren Cane Corso je nenadmašan zaštitnik. 
Porijeklo Corsa seže do drevnih rimskih vremena, a ime pasmine otprilike se prevodi s latinskog kao „pas tjelohranitelj";Privržen, inteligentan, veličanstven;59,69;69,85;40;50;9;12;Povremeno kupanje i četkanje;Occasional;Energetičan;Ugodan/Agreeable;Na oprezu / Responzivan;
